n,W,L,H
L05-001-110,8.66,12.99,5.31
HE5-A20-080,8.66,12.99,5.31
Q29-167-110,8.66,12.99,5.31
JA2-090-110,8.66,12.99,5.31
GD2-167-115,8.66,12.99,5.31
L05-277-120,8.66,12.99,5.31
L66-001-110,8.66,12.99,5.31
L66-001-120,8.66,12.99,5.31
L05-399-110,8.66,12.99,5.31
E3X-090-040,10.43,12.2,4.72
E3X-090-045,10.43,12.2,4.72
E3X-090-030,10.43,12.2,4.72
J61-592-120,8.66,13.58,5.12
J61-592-110,8.66,13.58,5.12
J61-592-115,8.66,13.58,5.12
HA3-194-100,9.06,12.99,5.12
GF6-194-090,9.06,12.99,5.12
GW8-090-080,9.06,12.99,5.12
HA3-194-095,9.06,12.99,5.12
HA3-194-090,9.06,12.99,5.12
GF9-231-100,9.06,12.99,5.12
GF9-231-090,9.06,12.99,5.12
GU8-194-090,9.06,12.99,5.12
GU9-001-090,9.06,12.99,5.12
GF9-646-090,9.06,12.99,5.12
GU9-001-100,9.06,12.99,5.12
GV1-001-100,9.06,12.99,5.12
GF6-455-095,9.06,12.99,5.12
GV1-399-100,9.06,12.99,5.12
HA3-001-100,9.06,12.99,5.12
HA3-A93-100,9.06,12.99,5.12
HA3-A93-090,9.06,12.99,5.12
GF9-646-095,9.06,12.99,5.12
E7S-167-090,9.06,12.99,5.12
GF9-A83-100,9.06,12.99,5.12
HA3-001-090,9.06,12.99,5.12
E7T-167-100,9.06,12.99,5.12
E7S-167-100,9.06,12.99,5.12
GU8-A74-090,9.06,12.99,5.12
GU8-194-100,9.06,12.99,5.12
E7T-167-090,9.06,12.99,5.12
HA3-001-095,9.06,12.99,5.12
GF9-646-100,9.06,12.99,5.12
EE6-090-080,9.75,13,4.76
FE5-A01-065,9.3,13,5.01
FE5-A01-045,9.3,13,5.01
IC1-C14-060,9.3,13,5.01
FE5-A01-030,9.3,13,5.01
FE5-A01-040,9.3,13,5.01
FE5-A01-050,9.3,13,5.01
FE5-A01-090,9.3,13,5.01
FE5-A01-060,9.3,13,5.01
FE5-A01-080,9.3,13,5.01
FE5-A01-070,9.3,13,5.01
FE5-A01-055,9.3,13,5.01
IC1-C14-030,9.3,13,5.01
IC1-C14-040,9.3,13,5.01
IC1-C14-065,9.3,13,5.01
IC1-C14-050,9.3,13,5.01
IW8-C75-110,9.2,13.2,5.01
IW8-090-120,9.2,13.2,5.01
IW8-090-100,9.2,13.2,5.01
IW8-C75-100,9.2,13.2,5.01
IW8-090-070,9.2,13.2,5.01
IW8-090-090,9.2,13.2,5.01
IW8-090-080,9.2,13.2,5.01
IW8-090-115,9.2,13.2,5.01
IW8-090-110,9.2,13.2,5.01
E4U-090-030,10.24,12.6,4.72
E4U-A69-035,10.24,12.6,4.72
E4U-A69-040,10.24,12.6,4.72
E4U-090-035,10.24,12.6,4.72
E4U-A69-030,10.24,12.6,4.72
E4U-090-045,10.24,12.6,4.72
E4U-090-040,10.24,12.6,4.72
E4U-A69-045,10.24,12.6,4.72
E1G-C91-070,9.5,12.8,5.01
E1G-C88-065,9.5,12.8,5.01
E1G-C88-060,9.5,12.8,5.01
E1I-A99-090,9.5,12.8,5.01
E1G-A99-060,9.5,12.8,5.01
E1G-C88-070,9.5,12.8,5.01
E1G-A99-080,9.5,12.8,5.01
E4R-194-090,9.5,12.8,5.01
E1G-090-060,9.5,12.8,5.01
E3Z-001-030,9.5,12.8,5.01
E1G-A99-090,9.5,12.8,5.01
E1G-090-090,9.5,12.8,5.01
E1I-A99-070,9.5,12.8,5.01
E1G-090-070,9.5,12.8,5.01
E3Z-C15-030,9.5,12.8,5.01
E1G-090-065,9.5,12.8,5.01
E1G-C88-080,9.5,12.8,5.01
E3Z-001-050,9.5,12.8,5.01
E1I-C15-070,9.5,12.8,5.01
E3Z-C15-060,9.5,12.8,5.01
E1I-C88-060,9.5,12.8,5.01
E3Z-C15-065,9.5,12.8,5.01
E3Z-001-045,9.5,12.8,5.01
E1G-C91-080,9.5,12.8,5.01
E1G-C88-090,9.5,12.8,5.01
E1I-C88-065,9.5,12.8,5.01
E3Z-C15-055,9.5,12.8,5.01
E3Z-001-060,9.5,12.8,5.01
E1I-A99-065,9.5,12.8,5.01
E1I-C88-080,9.5,12.8,5.01
E3Z-C15-040,9.5,12.8,5.01
E3Z-001-040,9.5,12.8,5.01
E3Z-C15-050,9.5,12.8,5.01
E1I-A99-080,9.5,12.8,5.01
E1I-C15-080,9.5,12.8,5.01
E1I-C88-090,9.5,12.8,5.01
E1G-C91-060,9.5,12.8,5.01
E1G-C91-065,9.5,12.8,5.01
E1G-090-080,9.5,12.8,5.01
E1I-A99-060,9.5,12.8,5.01
E1G-C91-090,9.5,12.8,5.01
E3Z-001-065,9.5,12.8,5.01
E1G-A99-070,9.5,12.8,5.01
E3Z-C15-045,9.5,12.8,5.01
E1G-A99-065,9.5,12.8,5.01
IJ7-C15-040,9.3,13.1,5.01
IJ7-C15-065,9.3,13.1,5.01
IJ7-C15-090,9.3,13.1,5.01
IJ7-C15-055,9.3,13.1,5.01
IJ7-C15-070,9.3,13.1,5.01
IW9-090-090,9.3,13.1,5.01
IJ7-C15-050,9.3,13.1,5.01
IJ7-C15-045,9.3,13.1,5.01
IJ7-C15-060,9.3,13.1,5.01
HY8-001-065,9.8,12.5,5.01
HY8-001-070,9.8,12.5,5.01
HY8-001-050,9.8,12.5,5.01
HY8-001-055,9.8,12.5,5.01
HY8-001-060,9.8,12.5,5.01
JJ5-076-100,9.3,13.2,5.01
E6V-090-065,9.3,13.2,5.01
E6V-B41-060,9.3,13.2,5.01
JJ5-C80-100,9.3,13.2,5.01
JJ8-475-100,9.3,13.2,5.01
E6V-B41-090,9.3,13.2,5.01
JJ5-231-100,9.3,13.2,5.01
JJ5-076-090,9.3,13.2,5.01
E6V-090-070,9.3,13.2,5.01
JJ8-090-100,9.3,13.2,5.01
JJ5-C80-110,9.3,13.2,5.01
E6V-090-090,9.3,13.2,5.01
JJ5-076-070,9.3,13.2,5.01
JJ5-231-080,9.3,13.2,5.01
JJ5-C80-090,9.3,13.2,5.01
E6V-B41-080,9.3,13.2,5.01
JJ8-475-090,9.3,13.2,5.01
E6V-B41-065,9.3,13.2,5.01
JJ5-231-070,9.3,13.2,5.01
E6V-090-080,9.3,13.2,5.01
E6V-B41-070,9.3,13.2,5.01
E6V-090-060,9.3,13.2,5.01
JJ5-231-090,9.3,13.2,5.01
E3Y-675-055,9.5,13,5.01
HY4-001-055,9.5,13,5.01
E3Y-675-045,9.5,13,5.01
E3Y-C89-045,9.5,13,5.01
E3Y-C89-040,9.5,13,5.01
E3Y-675-050,9.5,13,5.01
E3Y-C89-065,9.5,13,5.01
E3Y-675-030,9.5,13,5.01
ET9-806-080,9.5,13,5.01
E3Y-675-060,9.5,13,5.01
ET9-806-040,9.5,13,5.01
ET9-806-030,9.5,13,5.01
E3Y-C89-055,9.5,13,5.01
E3Y-C89-030,9.5,13,5.01
E3Y-C89-060,9.5,13,5.01
E3Y-C89-050,9.5,13,5.01
ET9-806-060,9.5,13,5.01
E3Y-675-040,9.5,13,5.01
GV6-227-110,11.22,13.39,4.13
GV6-A34-130,11.22,13.39,4.13
GV7-323-130,11.22,13.39,4.13
GV7-339-130,11.22,13.39,4.13
E6O-D19-060,9.4,13.2,5.01
E6O-D19-080,9.4,13.2,5.01
E6O-D20-065,9.4,13.2,5.01
E6O-D20-060,9.4,13.2,5.01
E6O-D19-090,9.4,13.2,5.01
E6O-D20-070,9.4,13.2,5.01
E6O-D20-090,9.4,13.2,5.01
E6O-D20-080,9.4,13.2,5.01
E6O-D19-070,9.4,13.2,5.01
E2E-011-070,10,13,4.81
E2E-011-080,10,13,4.81
E2E-011-090,10,13,4.81
FH4-090-040,10.24,12.99,4.72
FH4-090-035,10.24,12.99,4.72
E4S-D29-070,10.24,12.99,4.72
E4S-328-090,10.24,12.99,4.72
E4C-167-080,10.24,12.99,4.72
FK3-090-040,10.24,12.99,4.72
JF4-C14-080,10.24,12.99,4.72
JF4-C14-090,10.24,12.99,4.72
JL6-C20-080,10.24,12.99,4.72
GM2-090-080,10.24,12.99,4.72
FH4-090-045,10.24,12.99,4.72
B1S-090-080,10.24,12.99,4.72
E6C-C91-080,10.24,12.99,4.72
IA4-076-050,10.24,12.99,4.72
GR7-A76-040,10.24,12.99,4.72
E4S-328-070,10.24,12.99,4.72
E4S-D29-080,10.24,12.99,4.72
E6C-C91-090,10.24,12.99,4.72
GM3-090-090,10.24,12.99,4.72
JF4-C15-090,10.24,12.99,4.72
W90-399-080,10.24,12.99,4.72
FK3-090-045,10.24,12.99,4.72
IA4-076-030,10.24,12.99,4.72
IA4-076-045,10.24,12.99,4.72
HS7-001-080,10.24,12.99,4.72
E5O-090-080,10.24,12.99,4.72
E4C-076-090,10.24,12.99,4.72
FH4-090-030,10.24,12.99,4.72
E4S-328-080,10.24,12.99,4.72
E4C-076-080,10.24,12.99,4.72
GL1-A76-045,10.24,12.99,4.72
B1T-A76-080,10.24,12.99,4.72
JL6-C20-090,10.24,12.99,4.72
E6C-001-080,10.24,12.99,4.72
E4C-167-090,10.24,12.99,4.72
E4A-090-080,10.24,12.99,4.72
JF7-675-080,10.24,12.99,4.72
FH4-167-030,10.24,12.99,4.72
FH4-167-040,10.24,12.99,4.72
IA4-076-040,10.24,12.99,4.72
GM3-592-080,10.24,12.99,4.72
GM3-A76-080,10.24,12.99,4.72
FK3-090-030,10.24,12.99,4.72
IA4-076-055,10.24,12.99,4.72
E4A-090-090,10.24,12.99,4.72
GR7-A76-035,10.24,12.99,4.72
B1S-090-090,10.24,12.99,4.72
W90-001-080,10.24,12.99,4.72
JF4-C15-080,10.24,12.99,4.72
GN4-090-040,10.24,12.99,4.72
GN4-090-035,10.24,12.99,4.72
FH4-167-045,10.24,12.99,4.72
GM2-090-090,10.24,12.99,4.72
JF7-675-090,10.24,12.99,4.72
E4S-D29-090,10.24,12.99,4.72
IZ7-090-030,9.2,13.1,5.21
IZ7-090-070,9.2,13.1,5.21
IZ7-090-060,9.2,13.1,5.21
IZ7-090-050,9.2,13.1,5.21
IZ7-090-040,9.2,13.1,5.21
II8-167-050,9.5,13.2,5.01
II8-167-040,9.5,13.2,5.01
II8-167-060,9.5,13.2,5.01
II8-167-080,9.5,13.2,5.01
II8-167-090,9.5,13.2,5.01
ID4-A20-090,9.45,12.99,5.12
GU6-399-090,9.45,12.99,5.12
IK8-D39-080,9.45,12.99,5.12
IP1-001-090,9.45,12.99,5.12
IO9-B67-080,9.45,12.99,5.12
IO9-B45-080,9.45,12.99,5.12
IO9-B45-070,9.45,12.99,5.12
ID7-B43-050,9.45,12.99,5.12
GM2-090-055,9.45,12.99,5.12
IO9-A88-080,9.45,12.99,5.12
ID7-090-070,9.45,12.99,5.12
GU3-167-090,9.45,12.99,5.12
E1T-167-040,9.45,12.99,5.12
E1R-001-045,9.45,12.99,5.12
ID7-090-060,9.45,12.99,5.12
IN8-090-080,9.45,12.99,5.12
IN8-B97-080,9.45,12.99,5.12
E1T-167-045,9.45,12.99,5.12
IK8-C96-090,9.45,12.99,5.12
IO2-687-100,9.45,12.99,5.12
GU3-167-100,9.45,12.99,5.12
IN8-D13-080,9.45,12.99,5.12
ID4-A20-080,9.45,12.99,5.12
HX7-A25-090,9.45,12.99,5.12
IK8-C95-080,9.45,12.99,5.12
FR1-399-080,9.45,12.99,5.12
E5D-090-030,9.45,12.99,5.12
IK8-288-080,9.45,12.99,5.12
IB5-167-080,9.45,12.99,5.12
FR1-001-080,9.45,12.99,5.12
E1R-001-040,9.45,12.99,5.12
E1Y-D23-090,9.45,12.99,5.12
B1S-090-070,9.45,12.99,5.12
FR1-194-090,9.45,12.99,5.12
FR1-399-090,9.45,12.99,5.12
GY8-001-100,9.45,12.99,5.12
IN8-D13-070,9.45,12.99,5.12
E7Q-194-120,9.45,12.99,5.12
E7Q-194-110,9.45,12.99,5.12
IO9-A88-085,9.45,12.99,5.12
IO9-A88-075,9.45,12.99,5.12
HO7-399-090,9.45,12.99,5.12
E7Q-001-115,9.45,12.99,5.12
ID7-090-055,9.45,12.99,5.12
IO8-001-100,9.45,12.99,5.12
IO2-687-095,9.45,12.99,5.12
IB5-167-090,9.45,12.99,5.12
GL9-090-080,9.45,12.99,5.12
E7Q-001-110,9.45,12.99,5.12
E7Q-194-115,9.45,12.99,5.12
IF6-B77-090,9.45,12.99,5.12
GY7-167-090,9.45,12.99,5.12
IN8-B97-085,9.45,12.99,5.12
E1R-001-030,9.45,12.99,5.12
HN6-A86-090,9.45,12.99,5.12
HN6-A86-080,9.45,12.99,5.12
HN6-194-090,9.45,12.99,5.12
HN6-194-080,9.45,12.99,5.12
GY7-001-090,9.45,12.99,5.12
IF6-001-090,9.45,12.99,5.12
HK3-A92-080,9.45,12.99,5.12
E7Q-001-120,9.45,12.99,5.12
B1S-090-060,9.45,12.99,5.12
GK5-A06-080,9.45,12.99,5.12
E1T-167-035,9.45,12.99,5.12
E2Q-D20-090,9.45,12.99,5.12
E5D-090-035,9.45,12.99,5.12
IK8-C95-090,9.45,12.99,5.12
B1T-A76-050,9.45,12.99,5.12
IK8-646-080,9.45,12.99,5.12
GU7-399-090,9.45,12.99,5.12
GU7-090-100,9.45,12.99,5.12
GU7-090-090,9.45,12.99,5.12
FR1-751-080,9.45,12.99,5.12
GM3-A76-065,9.45,12.99,5.12
GM3-A76-055,9.45,12.99,5.12
E22-D26-090,9.45,12.99,5.12
FR1-001-090,9.45,12.99,5.12
HO7-A94-080,9.45,12.99,5.12
HO7-A94-090,9.45,12.99,5.12
IC8-535-090,9.45,12.99,5.12
ID7-090-050,9.45,12.99,5.12
IK8-D39-090,9.45,12.99,5.12
IB6-B58-080,9.45,12.99,5.12
IB5-B58-080,9.45,12.99,5.12
IB5-A20-090,9.45,12.99,5.12
IB5-A20-080,9.45,12.99,5.12
IB5-001-090,9.45,12.99,5.12
IA3-C02-090,9.45,12.99,5.12
IA3-646-090,9.45,12.99,5.12
FR1-194-080,9.45,12.99,5.12
GM3-A76-050,9.45,12.99,5.12
HX7-646-080,9.45,12.99,5.12
GY8-592-100,9.45,12.99,5.12
GY8-167-090,9.45,12.99,5.12
GY8-001-090,9.45,12.99,5.12
GY7-592-100,9.45,12.99,5.12
GY7-592-090,9.45,12.99,5.12
GY7-167-100,9.45,12.99,5.12
GY7-001-100,9.45,12.99,5.12
ID7-B43-055,9.45,12.99,5.12
E5D-090-040,9.45,12.99,5.12
E7M-030-120,9.45,12.99,5.12
B1T-A76-065,9.45,12.99,5.12
B1S-090-065,9.45,12.99,5.12
IF6-A69-090,9.45,12.99,5.12
IN8-B97-075,9.45,12.99,5.12
GM3-592-055,9.45,12.99,5.12
FH3-090-090,9.45,12.99,5.12
FH3-090-080,9.45,12.99,5.12
E7M-030-110,9.45,12.99,5.12
GK5-A06-090,9.45,12.99,5.12
IK8-001-090,9.45,12.99,5.12
GY8-592-090,9.45,12.99,5.12
IK8-288-090,9.45,12.99,5.12
ID7-B43-070,9.45,12.99,5.12
IF6-001-080,9.45,12.99,5.12
IF6-A69-080,9.45,12.99,5.12
IF6-B77-080,9.45,12.99,5.12
B1S-090-055,9.45,12.99,5.12
GM3-592-050,9.45,12.99,5.12
GM3-592-060,9.45,12.99,5.12
GU3-090-100,9.45,12.99,5.12
B1T-A76-070,9.45,12.99,5.12
E22-D26-080,9.45,12.99,5.12
IN8-090-075,9.45,12.99,5.12
IN8-090-070,9.45,12.99,5.12
IP1-001-100,9.45,12.99,5.12
IK8-646-090,9.45,12.99,5.12
E2Q-D20-080,9.45,12.99,5.12
E1T-167-030,9.45,12.99,5.12
E1Y-D23-080,9.45,12.99,5.12
IK8-C96-080,9.45,12.99,5.12
E5D-090-045,9.45,12.99,5.12
E1R-001-035,9.45,12.99,5.12
GM3-090-070,9.45,12.99,5.12
GM3-090-065,9.45,12.99,5.12
GM3-090-060,9.45,12.99,5.12
GM3-090-055,9.45,12.99,5.12
GM3-090-050,9.45,12.99,5.12
GM2-167-070,9.45,12.99,5.12
GM2-167-065,9.45,12.99,5.12
GM2-167-060,9.45,12.99,5.12
GM2-090-070,9.45,12.99,5.12
GM2-090-065,9.45,12.99,5.12
GM2-090-050,9.45,12.99,5.12
GM3-592-065,9.45,12.99,5.12
GU3-090-090,9.45,12.99,5.12
GM7-A82-080,9.45,12.99,5.12
IO2-687-090,9.45,12.99,5.12
IO8-001-090,9.45,12.99,5.12
GL9-194-090,9.45,12.99,5.12
GL9-090-090,9.45,12.99,5.12
GM2-090-060,9.45,12.99,5.12
GK5-646-080,9.45,12.99,5.12
GK5-090-080,9.45,12.99,5.12
GK5-090-090,9.45,12.99,5.12
B1T-A76-060,9.45,12.99,5.12
HX7-A25-080,9.45,12.99,5.12
HO7-399-080,9.45,12.99,5.12
IN8-B97-070,9.45,12.99,5.12
GM3-592-070,9.45,12.99,5.12
IK8-090-090,9.45,12.99,5.12
IK8-001-080,9.45,12.99,5.12
IK8-B72-080,9.45,12.99,5.12
IK8-B72-090,9.45,12.99,5.12
ID7-B43-060,9.45,12.99,5.12
IK8-090-080,9.45,12.99,5.12
IJ7-C15-080,9.3,13.5,5.01
IW9-090-115,9.3,13.5,5.01
IW9-090-120,9.3,13.5,5.01
JF6-C15-080,10.24,12.99,4.73
JF7-A99-090,10.24,12.99,4.73
JF7-001-080,10.24,12.99,4.73
JG6-194-080,10.24,12.99,4.73
JF5-A99-080,10.24,12.99,4.73
JF5-001-080,10.24,12.99,4.73
JG7-194-080,10.24,12.99,4.73
JF7-C15-080,10.24,12.99,4.73
JG1-C26-090,10.24,12.99,4.73
JG1-C25-090,10.24,12.99,4.73
JG1-C25-080,10.24,12.99,4.73
JL6-B41-080,10.24,12.99,4.73
JG1-C24-090,10.24,12.99,4.73
JF7-001-090,10.24,12.99,4.73
JF7-A99-080,10.24,12.99,4.73
JL6-090-090,10.24,12.99,4.73
JF5-C15-090,10.24,12.99,4.73
JF5-C15-080,10.24,12.99,4.73
JF5-675-090,10.24,12.99,4.73
JF5-675-080,10.24,12.99,4.73
JF5-001-090,10.24,12.99,4.73
JF6-C15-090,10.24,12.99,4.73
JL6-090-080,10.24,12.99,4.73
JG1-C24-080,10.24,12.99,4.73
JF5-A99-090,10.24,12.99,4.73
JF6-001-080,10.24,12.99,4.73
JG7-C41-080,10.24,12.99,4.73
JG6-001-080,10.24,12.99,4.73
JG7-C41-090,10.24,12.99,4.73
JL6-B41-090,10.24,12.99,4.73
JG1-C26-080,10.24,12.99,4.73
JF7-C15-090,10.24,12.99,4.73
ID4-399-080,9.45,12.99,5.13
IN1-001-045,9.45,12.99,5.13
ID4-090-090,9.45,12.99,5.13
IN1-001-055,9.45,12.99,5.13
ID4-090-080,9.45,12.99,5.13
IN1-001-040,9.45,12.99,5.13
IN1-001-030,9.45,12.99,5.13
ID4-194-080,9.45,12.99,5.13
IN1-001-050,9.45,12.99,5.13
ID4-194-090,9.45,12.99,5.13
IV6-675-050,9.3,13,5.21
IY5-C47-040,11.42,11.81,4.72
JK4-090-080,9.3,13.2,5.21
IV6-675-060,9.3,13.2,5.21
JE9-A99-080,9.3,13.2,5.21
JE9-C15-040,9.3,13.2,5.21
JE9-C15-060,9.3,13.2,5.21
JE9-C15-070,9.3,13.2,5.21
JE9-090-060,9.3,13.2,5.21
IV6-675-040,9.3,13.2,5.21
JE9-A99-070,9.3,13.2,5.21
JK4-C21-070,9.3,13.2,5.21
IV6-675-065,9.3,13.2,5.21
JK4-B41-090,9.3,13.2,5.21
JE9-090-080,9.3,13.2,5.21
IV6-001-060,9.3,13.2,5.21
IV6-001-070,9.3,13.2,5.21
IV6-001-090,9.3,13.2,5.21
IV6-194-060,9.3,13.2,5.21
JE9-090-050,9.3,13.2,5.21
IV6-194-065,9.3,13.2,5.21
IV6-C15-030,9.3,13.2,5.21
IV6-C15-040,9.3,13.2,5.21
IV6-C15-050,9.3,13.2,5.21
IV6-C15-065,9.3,13.2,5.21
JE9-A99-060,9.3,13.2,5.21
JK4-B41-080,9.3,13.2,5.21
IV6-194-070,9.3,13.2,5.21
JE9-A99-050,9.3,13.2,5.21
JE9-A99-090,9.3,13.2,5.21
JE9-090-040,9.3,13.2,5.21
JE9-A99-040,9.3,13.2,5.21
JK4-090-070,9.3,13.2,5.21
JK4-090-090,9.3,13.2,5.21
JE9-A99-030,9.3,13.2,5.21
JK4-B41-070,9.3,13.2,5.21
JE9-090-090,9.3,13.2,5.21
IV6-C15-090,9.3,13.2,5.21
JE9-090-070,9.3,13.2,5.21
E4V-D18-080,9.3,13,5.31
JE1-C36-090,9.3,13,5.31
JE1-442-080,9.3,13,5.31
E4V-D18-090,9.3,13,5.31
HE6-328-090,9.5,13.5,5.01
HE6-328-080,9.5,13.5,5.01
IW8-C75-120,9.5,13.5,5.01
IW8-C75-115,9.5,13.5,5.01
JE9-C15-050,9.3,13.3,5.21
AQ3-B77-120,9,13.5,5.31
HX7-C56-060,9.4,13.2,5.21
HX7-C56-055,9.4,13.2,5.21
HX7-C56-030,9.4,13.2,5.21
JE7-090-090,9.3,13.1,5.31
JE7-090-080,9.3,13.1,5.31
JE7-090-070,9.3,13.1,5.31
JE7-C15-070,9.3,13.1,5.31
JE7-A99-090,9.3,13.1,5.31
JE7-C15-030,9.3,13.1,5.31
JE7-A99-070,9.3,13.1,5.31
JE7-A99-080,9.3,13.1,5.31
B1A-001-070,9.2,13,5.41
B1A-288-070,9.2,13,5.41
B1A-288-090,9.2,13,5.41
B1A-001-090,9.2,13,5.41
B1A-288-080,9.2,13,5.41
B1A-001-080,9.2,13,5.41
CR2-001-110,9.45,13.39,5.12
DR6-001-120,9.45,13.39,5.12
DR6-001-110,9.45,13.39,5.12
DR6-024-120,9.45,13.39,5.12
CR2-001-120,9.45,13.39,5.12
DR6-024-110,9.45,13.39,5.12
CR2-810-120,9.45,13.39,5.12
CR2-810-110,9.45,13.39,5.12
DR6-024-115,9.45,13.39,5.12
IQ1-001-040,11.02,12.99,4.53
IQ1-231-045,11.02,12.99,4.53
IQ1-C11-030,11.02,12.99,4.53
IQ1-231-030,11.02,12.99,4.53
IQ1-231-040,11.02,12.99,4.53
JE9-C15-090,9.3,13.4,5.21
JE9-C15-080,9.4,13.3,5.21
HE5-001-060,9.45,13.5,5.13
HE5-001-070,9.45,13.5,5.13
HE5-001-050,9.45,13.5,5.13
E2Z-090-040,11.3,12.3,4.71
E2Z-090-050,11.3,12.3,4.71
E2Z-090-055,11.3,12.3,4.71
E2Z-090-035,11.3,12.3,4.71
E2Z-A99-045,11.3,12.3,4.71
E2Z-090-045,11.3,12.3,4.71
E2Z-A99-030,11.3,12.3,4.71
E2Z-A99-035,11.3,12.3,4.71
E2Z-090-030,11.3,12.3,4.71
E2Z-A99-040,11.3,12.3,4.71
HE5-001-080,9.45,13.5,5.14
E6J-565-060,9.2,13.2,5.41
E6J-C91-065,9.2,13.2,5.41
E6J-565-090,9.2,13.2,5.41
E6J-C98-090,9.2,13.2,5.41
E6J-C98-080,9.2,13.2,5.41
E6J-C98-065,9.2,13.2,5.41
E6J-C91-090,9.2,13.2,5.41
E6J-C98-060,9.2,13.2,5.41
E6J-565-080,9.2,13.2,5.41
E6J-C91-070,9.2,13.2,5.41
E6J-C91-060,9.2,13.2,5.41
E6J-C91-080,9.2,13.2,5.41
E6J-565-065,9.2,13.2,5.41
E6J-C98-070,9.2,13.2,5.41
E6J-565-070,9.2,13.2,5.41
IJ9-001-030,11.2,12.2,4.81
IJ9-001-040,11.2,12.2,4.81
IJ9-001-060,11.2,12.2,4.81
IJ8-167-040,11.2,12.2,4.81
IJ8-167-050,11.2,12.2,4.81
IJ8-167-055,11.2,12.2,4.81
IJ8-167-030,11.2,12.2,4.81
IJ9-001-050,11.2,12.2,4.81
IJ8-167-060,11.2,12.2,4.81
IJ8-167-065,11.2,12.2,4.81
FG9-751-080,10,13.15,5.01
IY2-B41-090,9.4,13.2,5.31
IY2-A99-090,9.4,13.2,5.31
IY2-B41-080,9.4,13.2,5.31
IY2-B41-070,9.4,13.2,5.31
IY2-090-070,9.4,13.2,5.31
IY2-A99-080,9.4,13.2,5.31
JL7-C59-060,11.42,12.2,4.73
ID6-090-060,9.7,13.2,5.21
ID6-090-065,9.7,13.2,5.21
ID6-090-050,9.7,13.2,5.21
ID6-090-030,9.7,13.2,5.21
ID6-090-055,9.7,13.2,5.21
ID6-090-040,9.7,13.2,5.21
ID6-090-045,9.7,13.2,5.21
ID6-090-090,9.7,13.2,5.21
JJ9-C80-115,9,13.5,5.51
JJ9-C80-100,9,13.5,5.51
JJ9-231-120,9,13.5,5.51
JJ9-C80-120,9,13.5,5.51
JJ9-231-110,9,13.5,5.51
JJ9-231-115,9,13.5,5.51
IJ8-167-045,11.2,12.2,4.91
GS7-535-080,10.24,13.39,4.92
GS7-090-080,10.24,13.39,4.92
GS7-535-090,10.24,13.39,4.92
GS7-167-080,10.24,13.39,4.92
GS7-A69-090,10.24,13.39,4.92
GS7-090-090,10.24,13.39,4.92
GS7-A69-080,10.24,13.39,4.92
JI9-C14-040,11.02,12.99,4.72
E3X-090-050,11.02,12.99,4.72
E3W-090-030,11.02,12.99,4.72
JI9-C14-055,11.02,12.99,4.72
JI9-C14-070,11.02,12.99,4.72
JI9-C14-050,11.02,12.99,4.72
II9-B77-040,11.02,12.99,4.72
IA9-001-070,11.02,12.99,4.72
JI9-090-045,11.02,12.99,4.72
JI9-090-040,11.02,12.99,4.72
E3W-090-050,11.02,12.99,4.72
E3W-A69-035,11.02,12.99,4.72
E3W-090-035,11.02,12.99,4.72
IA4-076-065,11.02,12.99,4.72
IA9-001-060,11.02,12.99,4.72
E3W-090-040,11.02,12.99,4.72
IA4-076-070,11.02,12.99,4.72
E3X-090-055,11.02,12.99,4.72
E3X-090-065,11.02,12.99,4.72
E2L-090-030,11.02,12.99,4.72
GS6-A69-045,11.02,12.99,4.72
E3W-A69-040,11.02,12.99,4.72
JI9-090-030,11.02,12.99,4.72
E2L-090-045,11.02,12.99,4.72
JI9-090-060,11.02,12.99,4.72
JI9-C14-060,11.02,12.99,4.72
GS6-167-040,11.02,12.99,4.72
II9-B87-060,11.02,12.99,4.72
GS6-A69-040,11.02,12.99,4.72
II9-B77-030,11.02,12.99,4.72
II9-B87-050,11.02,12.99,4.72
II9-B77-070,11.02,12.99,4.72
E3W-A69-030,11.02,12.99,4.72
II9-B77-050,11.02,12.99,4.72
II9-B77-060,11.02,12.99,4.72
GS6-090-045,11.02,12.99,4.72
IA9-001-065,11.02,12.99,4.72
E3W-090-045,11.02,12.99,4.72
GS6-090-030,11.02,12.99,4.72
E3X-090-060,11.02,12.99,4.72
E3W-A69-050,11.02,12.99,4.72
JI9-C14-065,11.02,12.99,4.72
E2L-090-050,11.02,12.99,4.72
E3Q-001-045,11.02,12.99,4.72
GS6-090-035,11.02,12.99,4.72
IA4-076-060,11.02,12.99,4.72
E3W-A69-045,11.02,12.99,4.72
GS6-A69-035,11.02,12.99,4.72
IA9-001-050,11.02,12.99,4.72
E3Q-001-030,11.02,12.99,4.72
JI9-090-055,11.02,12.99,4.72
JI9-090-065,11.02,12.99,4.72
JI9-090-070,11.02,12.99,4.72
IA9-001-040,11.02,12.99,4.72
JI9-090-050,11.02,12.99,4.72
JI9-C14-045,11.02,12.99,4.72
JI9-C14-030,11.02,12.99,4.72
GS6-167-030,11.02,12.99,4.72
E3Q-001-040,11.02,12.99,4.72
E3Q-001-035,11.02,12.99,4.72
IA9-001-030,11.02,12.99,4.72
IA9-001-055,11.02,12.99,4.72
GS6-090-040,11.02,12.99,4.72
GS6-A69-030,11.02,12.99,4.72
II9-B77-065,11.02,12.99,4.72
E3W-090-060,11.42,12.6,4.72
